Nome_entidade,Cidade,Dependencia_adm,Localizacao,Numero_de_alunos,porte_da_escola,numero_de_participantes_no_enem,taxa_de_participacao,indicador_de_permanencia_na_escola,indicador_nivel_socioeconomico,faixa_indicador_de_formacao_docente,indicador_de_formacao_docente,taxa_de_aprovacao,taxa_de_reprovacao,taxa_de_abandono,Linguagem,Redacao,Matematica,Humanas,Natureza
EEB PROFº LAERCIO CALDEIRA DE ANDRADA,SAO JOSE,Estadual,Urbana,79,De 61 a 90 alunos,49,"62,03",De 40% a 60%,Médio Alto,Maior que 50%,"80,4","79,1","15,3","5,6","513,19","480,82","475,55","550,56","474,28"
IFSC - CAMPUS SAO JOSE,SAO JOSE,Federal,Urbana,117,Mais que 90 alunos,85,"72,65",80% ou mais,Alto,Maior que 50%,85,"88,8","6,8","4,4",579,"612,94","618,27","628,04","569,15"
COLEGIO MUNICIPAL MARIA LUIZA DE MELO,SAO JOSE,Municipal,Urbana,32,De 31 a 60 alunos,19,"59,38",De 60% a 80%,Alto,Maior que 50%,"85,2","67,3","13,3","19,4","539,04",493,"499,44","562,41","500,67"
COLEGIO CENTRO EDUC VISAO,SAO JOSE,Privada,Urbana,23,De 1 a 30 alunos,22,"95,65",De 20% a 40%,Alto,Maior que 50%,"57,6","87,2","11,6","1,2","551,95","576,36","594,71","581,91","550,97"
COLEGIO PE AGOSTINHO,SAO JOSE,Privada,Urbana,26,De 1 a 30 alunos,20,"76,92",De 40% a 60%,Alto,Até 50%,"48,5","83,9","14,9","1,2","560,59",582,"533,99","585,8","541,2"
COLEGIO ELISA ANDREOLI,SAO JOSE,Privada,Urbana,145,Mais que 90 alunos,127,"87,59",80% ou mais,Muito Alto,Maior que 50%,"74,3","98,3","1,7",0,"567,03","607,72","582,24","597,38","560,62"
COLEGIO DOM JAIME CAMARA,SAO JOSE,Privada,Urbana,73,De 61 a 90 alunos,66,"90,41",De 60% a 80%,Muito Alto,Maior que 50%,"65,2","96,7","3,3",0,"588,82","620,61","628,47","630,06","600,24"
CENTRO EDUCACIONAL CENECISTA SANTA CRUZ,SAO JOSE,Privada,Urbana,29,De 1 a 30 alunos,22,"75,86",80% ou mais,Alto,Maior que 50%,"92,7","90,6","9,4",0,"532,91","595,45","516,15","551,15","505,48"
COLEGIO CEB LTDA ME,SAO JOSE,Privada,Urbana,35,De 31 a 60 alunos,33,"94,29",Menos de 20%,Alto,Maior que 50%,"53,8","93,1","6,9",0,"528,95","558,18","514,67","580,04","518,65"
DESCHAMPS E LEMES LTDA EPP,SAO JOSE,Privada,Urbana,84,De 61 a 90 alunos,76,"90,48",80% ou mais,Muito Alto,Maior que 50%,"53,7","95,7","4,3",0,"584,11","628,95","621,3","615,52","574,89"
COLEGIO MARISTA E MUNICIPAL SAO JOSE,SAO JOSE,Privada,Urbana,62,De 61 a 90 alunos,41,"66,13",De 60% a 80%,Alto,Maior que 50%,"64,1","70,8","15,7","13,5","491,74","495,61","457,44","535,62","479,8"
COLEGIO ENERGIA SAO JOSE,SAO JOSE,Privada,Urbana,140,Mais que 90 alunos,122,"87,14",De 40% a 60%,Muito Alto,Maior que 50%,"69,4","90,8","9,2",0,"553,98","552,95","551,07","589,87","546,6"
CENTRO EDUCACIONAL PAULO NEVES FREIRE LTDA EPP,SAO JOSE,Privada,Urbana,22,De 1 a 30 alunos,20,"90,91",80% ou mais,Muito Alto,Até 50%,"47,5","97,3","2,7",0,"563,64",549,"536,27","583,68","518,47"
SENAI SC SAO JOSE,SAO JOSE,Privada,Urbana,46,De 31 a 60 alunos,40,"86,96",De 40% a 60%,Alto,Até 50%,"14,6","98,3","0,9","0,8","544,53","555,5","553,96","584,99","527,04"
CENTRO EDUCACIONAL ANITA,SAO JOSE,Privada,Urbana,46,De 31 a 60 alunos,40,"86,96",De 60% a 80%,Muito Alto,Maior que 50%,"55,2","93,5","6,5",0,"548,03",527,"527,91","578,99","496,75"
EEB CEDRENSE,SAO JOSE DO CEDRO,Estadual,Urbana,140,Mais que 90 alunos,94,"67,14",80% ou mais,Médio Alto,Maior que 50%,"60,1","87,6","10,2","2,2","494,88","501,06","471,08","538,06","491,44"
ESCOLA DE EDUCACAO BASICA MAURO GONCALVES FARIAS,SAO JOSE DO CERRITO,Estadual,Urbana,48,De 31 a 60 alunos,27,"56,25",80% ou mais,Médio Alto,Maior que 50%,"66,2","78,5","19,2","2,3","488,37","421,48","435,77","516,69","455,85"
ESCOLA DE EDUCACAO BASICA SAO VALENTIM,SAO LOURENCO DO OESTE,Estadual,Rural,28,De 1 a 30 alunos,14,50,80% ou mais,Médio,Maior que 50%,55,"97,9","2,1",0,"459,58","404,29","414,51","515,34","496,39"
EEB RUI BARBOSA,SAO LOURENCO DO OESTE,Estadual,Urbana,125,Mais que 90 alunos,93,"74,4",80% ou mais,Médio Alto,Maior que 50%,62,"90,6","4,6","4,8","494,89","458,49","465,9","539,37","467,51"
EEB SOROR ANGELICA,SAO LOURENCO DO OESTE,Estadual,Urbana,139,Mais que 90 alunos,105,"75,54",80% ou mais,Médio Alto,Maior que 50%,"57,4","91,7",4,"4,3","506,87","487,81","469,7","550,34","464,83"
EEB SAO LUDGERO,SAO LUDGERO,Estadual,Urbana,120,Mais que 90 alunos,85,"70,83",80% ou mais,Alto,Maior que 50%,"59,4","87,6","7,2","5,2","507,08","500,24","475,74","533,76","493,7"
COLEGIO EVOLUCAO,SAO LUDGERO,Privada,Urbana,28,De 1 a 30 alunos,21,75,De 60% a 80%,Alto,Até 50%,45,"98,7","1,3",0,"559,89","573,33","537,94",574,"541,37"
EEB OSCAR MAJOLO,SAO MIGUEL DA BOA VISTA,Estadual,Urbana,25,De 1 a 30 alunos,13,52,De 60% a 80%,Médio Alto,Maior que 50%,"58,3","94,6",0,"5,4","487,05","432,31","464,69","543,6","493,76"
CEDUP GETULIO VARGAS,SAO MIGUEL DO OESTE,Estadual,Rural,68,De 61 a 90 alunos,56,"82,35",80% ou mais,Médio Alto,Maior que 50%,"58,3",100,0,0,"488,55","447,86","541,11","547,54","521,75"
EEB DR GUILHERME JOSE MISSEN,SAO MIGUEL DO OESTE,Estadual,Urbana,52,De 31 a 60 alunos,28,"53,85",De 60% a 80%,Médio Alto,Maior que 50%,"65,5","62,9","36,6","0,5","516,4","526,43","502,13","550,44","482,72"
EEB SANTA RITA,SAO MIGUEL DO OESTE,Estadual,Urbana,19,De 1 a 30 alunos,10,"52,63",De 60% a 80%,Médio Alto,Maior que 50%,"58,3","86,6","3,7","9,7","498,8",506,"449,85","539,12","467,65"
EEB SAO MIGUEL,SAO MIGUEL DO OESTE,Estadual,Urbana,87,De 61 a 90 alunos,55,"63,22",Menos de 20%,Médio Alto,Maior que 50%,"61,2",70,"21,2","8,8","497,57","533,82",467,"534,93","484,97"
EEB ALBERICO AZEVEDO,SAO MIGUEL DO OESTE,Estadual,Urbana,64,De 61 a 90 alunos,48,75,De 60% a 80%,Alto,Maior que 50%,"83,3","91,5",4,"4,5","505,09","492,92","475,14","538,53","482,93"
EEB SAO JOAO BATISTA,SAO MIGUEL DO OESTE,Estadual,Urbana,25,De 1 a 30 alunos,17,68,80% ou mais,Alto,Maior que 50%,"65,4","90,7","6,5","2,8","496,62","421,18","471,55","539,42","479,12"
COLEGIO JESUS MARIA JOSE,SAO MIGUEL DO OESTE,Privada,Urbana,32,De 31 a 60 alunos,29,"90,63",80% ou mais,Muito Alto,Maior que 50%,"54,1","97,6","2,4",0,"571,09","662,07","549,3","611,12","547,23"
COLEGIO LA SALLE PEPERI,SAO MIGUEL DO OESTE,Privada,Urbana,70,De 61 a 90 alunos,61,"87,14",80% ou mais,Alto,Maior que 50%,"83,8","95,6","4,4",0,"547,89","608,2","546,74","589,37","541,73"
SENAI SC SAO MIGUEL DO OESTE,SAO MIGUEL DO OESTE,Privada,Urbana,60,De 31 a 60 alunos,53,"88,33",De 60% a 80%,Muito Alto,Maior que 50%,"54,1","92,6","6,3","1,1","544,35","607,92","586,91","595,82","536,9"
EEB GAMA ROSA,SAO PEDRO DE ALCANTARA,Estadual,Urbana,39,De 31 a 60 alunos,22,"56,41",80% ou mais,Alto,Maior que 50%,"72,2","85,8","9,8","4,4","514,5","478,18","474,36","550,79","479,59"
EEB RODRIGUES ALVES,SAUDADES,Estadual,Urbana,93,Mais que 90 alunos,54,"58,06",80% ou mais,Médio Alto,Maior que 50%,"55,7","88,9","6,1",5,"493,46","482,22","461,74","542,4","479,61"
EEB PROFª ELISA CLAUDIO DE AGUIAR,SCHROEDER,Estadual,Urbana,86,De 61 a 90 alunos,43,50,80% ou mais,Médio Alto,Maior que 50%,"56,7",90,"9,6","0,4","483,57","419,07","449,11","517,94","459,44"
EEB MIGUEL COUTO,SCHROEDER,Estadual,Urbana,157,Mais que 90 alunos,84,"53,5",80% ou mais,Alto,Maior que 50%,"72,7","87,1","9,5","3,4","509,45","486,43","463,79","545,77","475,36"
EEB RAIMUNDO CORREA,SEARA,Estadual,Urbana,84,De 61 a 90 alunos,69,"82,14",De 60% a 80%,Médio Alto,Maior que 50%,"61,1","86,4","13,3","0,3","518,05","529,86","492,78","563,45","500,15"
EEB ROSINA NARDI,SEARA,Estadual,Urbana,17,De 1 a 30 alunos,14,"82,35",De 40% a 60%,Alto,Maior que 50%,"56,3","88,2","10,5","1,3","482,76","454,29","448,29","527,86","503,71"
EEB SEARA,SEARA,Estadual,Urbana,34,De 31 a 60 alunos,22,"64,71",De 60% a 80%,Médio Alto,Até 50%,"45,8","71,8","26,2",2,"507,3","426,36","468,01","542,85","468,64"
EEB LA SALLE,SERRA ALTA,Estadual,Urbana,42,De 31 a 60 alunos,25,"59,52",80% ou mais,Médio Alto,Até 50%,"39,2","81,8","8,4","9,8","494,04","461,6","457,53","530,32","485,69"
EEB CATULO DA PAIXAO CEARENSE,SOMBRIO,Estadual,Urbana,40,De 31 a 60 alunos,21,"52,5",De 60% a 80%,Alto,Maior que 50%,"71,6","80,5","7,8","11,7","521,75","514,29","454,86","543,12","492,25"
EEM MACARIO BORBA,SOMBRIO,Estadual,Urbana,264,Mais que 90 alunos,151,"57,2",De 60% a 80%,Médio Alto,Maior que 50%,"77,4","77,4","9,2","13,4","497,23","483,31","462,44","531,97","475,86"
ORGANIZACAO EDUCACIONAL JOAO XXIII INST EDUC MADRE ELISA SAVOLDI,SOMBRIO,Privada,Urbana,15,De 1 a 30 alunos,11,"73,33",De 60% a 80%,Alto,Maior que 50%,75,"93,2","6,8",0,"554,53","521,82","523,94","581,05","519,15"
EEB LEOPOLDO JACOBSEN,TAIO,Estadual,Urbana,70,De 61 a 90 alunos,54,"77,14",De 60% a 80%,Médio Alto,Maior que 50%,"83,7","87,6","7,5","4,9","479,23","417,41","470,2","519,16","466,03"
EEB LUIZ BERTOLI,TAIO,Estadual,Urbana,119,Mais que 90 alunos,93,"78,15",80% ou mais,Médio Alto,Até 50%,"48,6","79,8","12,1","8,1","503,54","488,82","488,8","547,35","490,01"
EEB MATER SALVATORIS,TANGARA,Estadual,Urbana,101,Mais que 90 alunos,57,"56,44",80% ou mais,Médio Alto,Até 50%,"31,3","84,6","13,9","1,5","490,51","475,44","462,62","534,63","479,55"
EEB PROF OLIVIA BASTOS,TIJUCAS,Estadual,Rural,49,De 31 a 60 alunos,25,"51,02",De 60% a 80%,Médio Alto,Maior que 50%,"68,5","78,9","11,1",10,"486,11",468,"428,95","525,21","486,97"
EEB DEP VALERIO GOMES,TIJUCAS,Estadual,Urbana,60,De 31 a 60 alunos,39,65,De 60% a 80%,Médio Alto,Até 50%,"36,1",79,"9,4","11,6","501,48","512,31","437,62","532,99","461,95"
EEB CRUZ E SOUSA,TIJUCAS,Estadual,Urbana,143,Mais que 90 alunos,88,"61,54",De 60% a 80%,Médio Alto,Maior que 50%,"65,9",68,"22,5","9,5","494,52","497,05","467,24","532,8","468,28"
COLEGIO DE APLICACAO DA UNIVALI,TIJUCAS,Privada,Urbana,38,De 31 a 60 alunos,30,"78,95",De 60% a 80%,Muito Alto,Maior que 50%,70,"95,6","4,4",0,"561,86","627,33","573,63","615,96","565,33"
SENAI SC TIJUCAS,TIJUCAS,Privada,Urbana,68,De 61 a 90 alunos,60,"88,24",80% ou mais,Muito Alto,Até 50%,"33,8","94,3","5,7",0,"554,06",623,"548,03","589,77","530,73"
EEB TIMBE DO SUL,TIMBE DO SUL,Estadual,Urbana,46,De 31 a 60 alunos,35,"76,09",80% ou mais,Médio Alto,Maior que 50%,"71,7","72,4","23,6",4,"504,07","515,43","486,6","554,19","491,12"
EEB PROF JULIO SCHEIDEMANTEL,TIMBO,Estadual,Urbana,110,Mais que 90 alunos,69,"62,73",80% ou mais,Alto,Maior que 50%,59,"84,6","10,8","4,6","523,46","520,87","484,92","559,68","484,4"
CENTRO EDUCACIONAL TIMBO S A,TIMBO,Privada,Urbana,58,De 31 a 60 alunos,48,"82,76",80% ou mais,Muito Alto,Maior que 50%,"70,2",100,0,0,"568,81","623,75","624,53","619,83","581,55"
EEB MACHADO DE ASSIS,TIMBO GRANDE,Estadual,Urbana,99,Mais que 90 alunos,55,"55,56",80% ou mais,Médio,Até 50%,"42,1","88,9","3,9","7,2","460,1","365,45","412,7","502,36","459,59"
EEB MONS BERNARDO PETERS,TREZE DE MAIO,Estadual,Urbana,48,De 31 a 60 alunos,35,"72,92",80% ou mais,Médio Alto,Maior que 50%,"51,4","81,6","18,4",0,"492,76","513,14","458,11","537,34","489,3"
EEB SAO JOSE,TREZE TILIAS,Estadual,Urbana,53,De 31 a 60 alunos,32,"60,38",80% ou mais,Médio Alto,Até 50%,"40,2","77,4","22,6",0,"508,17",475,"498,76","545,14","474,42"
EEB DR HERMANN BLUMENAU,TROMBUDO CENTRAL,Estadual,Urbana,54,De 31 a 60 alunos,33,"61,11",80% ou mais,Médio Alto,Maior que 50%,"56,1","80,7","15,4","3,9","479,91","458,79","447,68","541,3","456,07"
EEB SANTO ANJO DA GUARDA,TUBARAO,Estadual,Rural,38,De 31 a 60 alunos,24,"63,16",80% ou mais,Médio Alto,Maior que 50%,"64,6","68,6","15,7","15,7","490,46","483,33","442,54","533,67","450,36"
CENTRO DE ED PROFISSIONAL DIOMICIO FREITAS,TUBARAO,Estadual,Urbana,17,De 1 a 30 alunos,15,"88,24",80% ou mais,Alto,Maior que 50%,"62,4","82,1","14,7","3,2","525,89",620,"466,46","564,03","493,43"
EEB MARTINHO ALVES DOS SANTOS,TUBARAO,Estadual,Urbana,102,Mais que 90 alunos,58,"56,86",80% ou mais,Alto,Maior que 50%,"54,4","77,8",19,"3,2","499,22","457,59","485,29","534,36",468
EEB HENRIQUE FONTES,TUBARAO,Estadual,Urbana,187,Mais que 90 alunos,120,"64,17",80% ou mais,Alto,Maior que 50%,"62,2","82,6",15,"2,4","530,52","525,33","491,81","561,94","491,72"
COLEGIO DEHON,TUBARAO,Privada,Urbana,203,Mais que 90 alunos,151,"74,38",De 40% a 60%,Muito Alto,Maior que 50%,"72,3",98,2,0,"574,47","604,9","589,74","626,36","578,17"
COLEGIO SAO JOSE,TUBARAO,Privada,Urbana,57,De 31 a 60 alunos,44,"77,19",80% ou mais,Alto,Maior que 50%,"67,5","96,6","3,4",0,"582,75","597,73","595,18","622,95","572,99"
ETC DE TUBARAO,TUBARAO,Privada,Urbana,39,De 31 a 60 alunos,28,"71,79",80% ou mais,Muito Alto,Maior que 50%,"62,3","95,4","3,8","0,8","556,45","596,43","565,01","587,55","522,5"
SENAI SC TUBARAO,TUBARAO,Privada,Urbana,58,De 31 a 60 alunos,29,50,De 60% a 80%,Alto,Até 50%,"32,8","97,9","1,4","0,7","552,71","602,76","575,13","589,92","532,1"
EEB PE BALDUINO RAMBO,TUNAPOLIS,Estadual,Urbana,57,De 31 a 60 alunos,38,"66,67",80% ou mais,Médio Alto,Maior que 50%,"57,8","87,9",9,"3,1","507,79","517,37","471,09","549,16","492,81"
COLEGIO SERVOS DE MARIA,TURVO,Privada,Urbana,17,De 1 a 30 alunos,15,"88,24",De 60% a 80%,Alto,Maior que 50%,"78,4","92,4","7,6",0,"545,41","501,33","468,51","569,43","508,8"
EEB SAO LUIZ,UNIAO DO OESTE,Estadual,Urbana,41,De 31 a 60 alunos,29,"70,73",80% ou mais,Médio Alto,Maior que 50%,"61,1",88,12,0,"470,46","344,83","472,08","517,04","483,77"
EEB ARAUJO FIGUEIREDO,URUBICI,Estadual,Urbana,59,De 31 a 60 alunos,30,"50,85",80% ou mais,Médio Alto,Maior que 50%,"65,5","86,5","4,2","9,3","483,32","457,33","438,35","508,75","451,34"
COLEGIO SANTA CLARA,URUBICI,Privada,Urbana,12,De 1 a 30 alunos,11,"91,67",80% ou mais,Muito Alto,Até 50%,"45,2",100,0,0,"534,62","556,36","527,04","570,61","491,65"
EEB BARAO DO RIO BRANCO,URUSSANGA,Estadual,Urbana,61,De 61 a 90 alunos,37,"60,66",80% ou mais,Alto,Maior que 50%,"77,6","69,3","26,9","3,8","515,14","529,19","491,99","553,69","487,82"
EEB CAETANO BEZ BATTI,URUSSANGA,Estadual,Urbana,74,De 61 a 90 alunos,52,"70,27",80% ou mais,Alto,Até 50%,"48,2","70,2","18,5","11,3","510,9","492,31","469,31","546,12","499,25"
COLEGIO MONS AGENOR NEVES MARQUES LTDA,URUSSANGA,Privada,Urbana,14,De 1 a 30 alunos,10,"71,43",80% ou mais,Sem informação,Maior que 50%,"70,3",90,10,0,"559,38",592,"565,79","598,41","554,48"
EEB DEP AUGUSTO BRESOLA,VARGEM,Estadual,Urbana,26,De 1 a 30 alunos,20,"76,92",De 60% a 80%,Médio,Até 50%,"33,3","81,6","5,9","12,5","487,74",513,"438,26","540,06","457,64"
EEB GALEAZZO PAGANELLI,VARGEM BONITA,Estadual,Urbana,20,De 1 a 30 alunos,13,65,80% ou mais,Médio Alto,Até 50%,"35,4",100,0,0,"516,87","516,92","472,08","549,75","454,92"
EEB CACILDA GUIMARAES,VIDAL RAMOS,Estadual,Urbana,90,De 61 a 90 alunos,49,"54,44",80% ou mais,Médio Alto,Até 50%,46,"91,9","3,4","4,7","500,13","529,8","456,46","546,78","482,61"
EEF GOVERNADOR LACERDA,VIDEIRA,Estadual,Urbana,80,De 61 a 90 alunos,70,"87,5",De 60% a 80%,Alto,Até 50%,"42,8","86,7","8,9","4,4","513,06","502,29","488,05","547,59","494,24"
EEB PROFESSORA ADELINA REGIS,VIDEIRA,Estadual,Urbana,245,Mais que 90 alunos,139,"56,73",De 60% a 80%,Médio Alto,Maior que 50%,"54,5",73,"15,1","11,9","502,97","493,96","469,06","548,47","488,18"
EEB MADRE TEREZINHA LEONI,VIDEIRA,Estadual,Urbana,16,De 1 a 30 alunos,10,"62,5",80% ou mais,Médio Alto,Maior que 50%,75,"74,2","21,3","4,5","481,87",416,"436,01","489,16","481,46"
IFC CAMPUS VIDEIRA,VIDEIRA,Federal,Urbana,91,Mais que 90 alunos,88,"96,7",80% ou mais,Alto,Maior que 50%,"77,1","89,4","10,6",0,"574,79","618,64","624,37","627,7","573,12"
COLEGIO SALVATORIANO IMACULADA CONCEICAO,VIDEIRA,Privada,Urbana,47,De 31 a 60 alunos,45,"95,74",80% ou mais,Alto,Maior que 50%,"51,3","95,5","4,5",0,"556,43","582,67","589,07","599,71","555,12"
COLEGIO SUPERACAO,VIDEIRA,Privada,Urbana,30,De 1 a 30 alunos,28,"93,33",80% ou mais,Muito Alto,Maior que 50%,"66,7","97,9","2,1",0,"580,11","599,29","572,78","614,53","552,96"
SENAI SC VIDEIRA,VIDEIRA,Privada,Urbana,29,De 1 a 30 alunos,23,"79,31",80% ou mais,Alto,Maior que 50%,"61,5",100,0,0,"563,58","559,13","517,84","597,66","534,63"
ESCOLA DE EDUCACAO BASICA VICTOR MEIRELLES,VITOR MEIRELES,Estadual,Urbana,39,De 31 a 60 alunos,20,"51,28",80% ou mais,Médio Alto,Maior que 50%,"53,1",77,"8,2","14,8","471,01",407,"432,35","520,53","469,64"
EEB PROFª SEMIRAMIS BOSCO,WITMARSUM,Estadual,Urbana,42,De 31 a 60 alunos,32,"76,19",80% ou mais,Alto,Até 50%,38,"83,1","7,8","9,1","471,49","388,75","472,87","538,41","472,28"
EEB PROFº IRACY TONELLO,XANXERE,Estadual,Urbana,98,Mais que 90 alunos,49,50,De 60% a 80%,Médio Alto,Até 50%,40,"81,5","11,2","7,3","510,35","468,57","469,03","557,05","472,58"
EEB ROMILDO CZEPANHIK,XANXERE,Estadual,Urbana,113,Mais que 90 alunos,76,"67,26",De 60% a 80%,Médio Alto,Maior que 50%,"80,7","84,6","10,9","4,5","488,63","492,63","467,18","532,77","470,78"
EEB PRES ARTUR DA COSTA E SILVA,XANXERE,Estadual,Urbana,237,Mais que 90 alunos,144,"60,76",De 60% a 80%,Médio Alto,Maior que 50%,"73,8","71,5","16,8","11,7","508,67","503,19","471,62","552,38","488,21"
COLEGIO LA SALLE,XANXERE,Privada,Urbana,125,Mais que 90 alunos,101,"80,8",80% ou mais,Alto,Maior que 50%,"67,8","97,1","2,9",0,"523,37","592,28","587,75","570,09","549,52"
COLEGIO E PRE - VESTIBULAR EXPRESSIVO,XANXERE,Privada,Urbana,19,De 1 a 30 alunos,19,100,De 60% a 80%,Alto,Maior que 50%,"76,9","92,2","7,8",0,"556,75","608,42","539,54","577,88","553,07"
COLEGIO INTELECTUS LTDA,XANXERE,Privada,Urbana,17,De 1 a 30 alunos,12,"70,59",De 60% a 80%,Alto,Maior que 50%,"59,5","86,2","13,8",0,"540,96","483,33","548,65","582,47","526,99"
EEB PROFº LUIZ SANCHES BEZERRA DA TRINDAD,XAVANTINA,Estadual,Urbana,44,De 31 a 60 alunos,22,50,80% ou mais,Médio Alto,Maior que 50%,"88,2",79,"18,9","2,1","485,06","388,18","512,53","538,18","487,69"
EEB PROFª NEUSA MASSOLINI,XAXIM,Estadual,Urbana,101,Mais que 90 alunos,68,"67,33",De 60% a 80%,Médio Alto,Maior que 50%,68,74,"17,4","8,6","492,73","466,76","447,12","539,96","469,71"
EEB PROFº CUSTODIO DE CAMPOS,XAXIM,Estadual,Urbana,88,De 61 a 90 alunos,62,"70,45",De 60% a 80%,Médio Alto,Maior que 50%,"82,7","64,3","15,6","20,1","495,8","466,45","448,79","536,17","457,5"
EEB GOMES CARNEIRO,XAXIM,Estadual,Urbana,99,Mais que 90 alunos,86,"86,87",80% ou mais,Médio Alto,Maior que 50%,"66,9","79,5","16,8","3,7","507,22","511,16","470,47","554,63","484,49"
EEB MAJOR CIPRIANO R DE ALMEIDA,ZORTEA,Estadual,Urbana,25,De 1 a 30 alunos,23,92,80% ou mais,Médio,Até 50%,"40,5","95,3",0,"4,7","492,76","466,96",442,"525,02","452,1"
